solute,SMILES1,solvent,SMILES2,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea
ethylacetate,CCOC(=O)C,isobutanol,CC(C)CO,-4.27,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,98.436,31.008,66.383,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.161,0.0,0.0,17.991,7.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,162.605
dimethylamine,CNC,isobutanol,CC(C)CO,-4.43,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,87.404,19.36,50.035,0.0,0.0,8.369,9.117,0.0,8.1,72.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,115.134
trimethylamine,CN(C)C,isobutanol,CC(C)CO,-3.9,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,104.469,25.444,70.245,0.0,0.0,5.935,0.0,0.0,10.682,87.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,135.848
piperazine,C1CNCCN1,isobutanol,CC(C)CO,-6.58,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,124.005,17.974,65.685,11.08,0.0,14.791,18.385,0.0,7.458,118.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,156.77
diethylamine,CCNCC,isobutanol,CC(C)CO,-4.86,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,124.959,25.41,76.627,15.564,0.0,7.528,7.802,0.0,3.569,60.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,157.896
dipropylamine,CCCNCCC,isobutanol,CC(C)CO,-5.87,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,167.771,31.177,105.439,23.011,0.0,7.438,7.779,0.0,2.828,59.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,206.386
pyridine,C1=CC=NC=C1,isobutanol,CC(C)CO,-5.87,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,64.653,57.425,43.744,60.8,0.0,14.301,0.0,0.0,11.58,47.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,136.379
piperidine,C1CCNCC1,isobutanol,CC(C)CO,-6.17,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,133.657,20.973,81.093,20.363,0.0,7.324,9.149,0.0,3.636,58.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,161.954
methylamine,CN,isobutanol,CC(C)CO,-4.56,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,67.139,10.981,26.288,0.0,0.0,12.243,19.658,0.0,4.546,42.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,90.362
isobutanol,CC(C)CO,isobutanol,CC(C)CO,-5.79,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,114.707,21.735,69.556,13.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.945,8.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,152.387
hydrogenperoxide,OO,isobutanol,CC(C)CO,-7.93,abs,16.7766,1.3955,0.37,0.48,32.38,0.0,0.0,0.2304,27.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.198,19.784,0.0,0.0,0.0,0.0,28.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,71.944
n-pentane,CCCCC,isooctane,CC(C)CC(C)(C)C,-3.21,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,142.678,28.033,96.048,23.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,170.711
n-hexane,CCCCCC,isooctane,CC(C)CC(C)(C)C,-3.08,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,164.387,30.708,110.642,26.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,195.095
n-octane,CCCCCCCC,isooctane,CC(C)CC(C)(C)C,-5.44,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,207.769,36.077,139.807,33.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,243.846
propene,CC=C,isooctane,CC(C)CC(C)(C)C,-1.61,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,74.931,37.922,50.57,32.046,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112.853
1-butene,CCC=C,isooctane,CC(C)CC(C)(C)C,-2.26,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,95.675,39.03,64.522,35.047,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,134.705
1-pentene,CCCC=C,isooctane,CC(C)CC(C)(C)C,-2.36,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,117.087,41.852,78.913,37.98,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,158.939
benzene,C1=CC=CC=C1,isooctane,CC(C)CC(C)(C)C,-4.01,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,77.548,65.297,52.481,87.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,142.845
toluene,CC1=CC=CC=C1,isooctane,CC(C)CC(C)(C)C,-4.68,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,98.561,67.889,66.586,87.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,166.45
m-xylene,CC1=CC(=CC=C1)C,isooctane,CC(C)CC(C)(C)C,-5.12,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,119.554,70.474,80.676,88.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,190.028
ethanol,CCO,isooctane,CC(C)CC(C)(C)C,-2.44,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,77.419,14.671,42.861,9.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.095,9.835,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.185
1-propanol,CCCO,isooctane,CC(C)CC(C)(C)C,-3.0,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,99.3,17.234,57.569,12.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.022,9.837,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,134.556
1-butanol,CCCCO,isooctane,CC(C)CC(C)(C)C,-3.56,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,121.113,19.833,72.23,16.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.032,9.834,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,158.978
1-pentanol,CCCCCO,isooctane,CC(C)CC(C)(C)C,-4.17,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,141.224,22.687,86.487,19.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.06,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,182.924
phenol,C1=CC=C(C=C1)O,isooctane,CC(C)CC(C)(C)C,-5.3,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,74.866,60.488,42.537,81.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.392,8.575,0.0,4.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,153.746
1-hexanol,CCCCCCO,isooctane,CC(C)CC(C)(C)C,-5.1,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,162.885,25.384,101.054,22.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.013,9.054,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,207.282
o-cresol,CC1=CC=CC=C1O,isooctane,CC(C)CC(C)(C)C,-5.68,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,96.156,63.514,56.868,82.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.657,8.542,0.0,3.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,175.327
p-cresol,CC1=CC=C(C=C1)O,isooctane,CC(C)CC(C)(C)C,-5.59,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,96.461,62.796,57.007,81.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.429,8.595,0.0,4.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.686
"1,4-dioxane",C1COCCO1,isooctane,CC(C)CC(C)(C)C,-4.02,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,97.289,20.715,65.452,12.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.312,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,146.316
butanal,CCCC=O,isooctane,CC(C)CC(C)(C)C,-3.45,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,96.399,27.462,64.833,21.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.047,0.0,0.0,16.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,149.908
pentanal,CCCCC=O,isooctane,CC(C)CC(C)(C)C,-4.24,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,118.886,30.591,79.93,24.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.688,0.0,0.0,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,173.165
acetone,CC(=O)C,isooctane,CC(C)CC(C)(C)C,-2.44,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,73.178,26.503,49.331,20.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.984,0.0,0.0,16.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,124.665
2-butanone,CCC(=O)C,isooctane,CC(C)CC(C)(C)C,-3.4,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,96.603,29.05,65.096,24.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.451,0.0,0.0,14.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,148.104
2-pentanone,CCCC(=O)C,isooctane,CC(C)CC(C)(C)C,-4.14,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,118.63,31.561,79.9,27.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.404,0.0,0.0,14.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,172.595
2-hexanone,CCCCC(=O)C,isooctane,CC(C)CC(C)(C)C,-4.72,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,140.285,34.231,94.453,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.418,0.0,0.0,14.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,196.934
butylamine,CCCCN,isooctane,CC(C)CC(C)(C)C,-3.57,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,164.243
aniline,C1=CC=C(C=C1)N,isooctane,CC(C)CC(C)(C)C,-5.2,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,88.183,59.941,42.242,80.39,0.0,10.955,18.043,0.0,2.956,13.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,159.079
1-nitropropane,CCC[N+](=O)[O-],isooctane,CC(C)CC(C)(C)C,-3.94,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,83.214,15.902,56.095,11.816,0.0,4.143,0.0,0.0,1.401,13.05,0.0,0.0,50.916,0.0,0.0,0.0,0.0,30.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,154.175
ethanethiol,CCS,isooctane,CC(C)CC(C)(C)C,-3.13,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,74.839,13.855,41.84,8.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.976,10.355,0.0,0,0.0,122.671
1-propanethiol,CCCS,isooctane,CC(C)CC(C)(C)C,-3.78,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,96.878,16.362,56.629,12.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.908,10.329,0.0,0,0.0,147.148
chloroform,C(Cl)(Cl)Cl,isooctane,CC(C)CC(C)(C)C,-3.06,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,12.133,2.165,8.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.899,0.0,0.0,0.0,71.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,129.197
methylbenzoate,COC(=O)C1=CC=CC=C1,isooctane,CC(C)CC(C)(C)C,-6.71,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,95.863,76.752,64.816,87.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.902,0.0,0.0,16.187,7.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,202.517
nitromethane,C[N+](=O)[O-],isooctane,CC(C)CC(C)(C)C,-2.82,abs,1.9358,1.3915,0.0,0.0,26.38,0.0,0.0,0.0,36.939,11.231,24.965,0.0,0.0,4.146,0.0,0.0,4.454,14.279,0.0,0.0,53.926,0.0,0.0,0.0,0.0,32.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,106.242
n-octane,CCCCCCCC,isopropanol,CC(C)O,-4.5,abs,19.2645,1.3776,0.33,0.56,30.13,0.0,0.0,0.3136,207.769,36.077,139.807,33.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,243.846
toluene,CC1=CC=CC=C1,isopropanol,CC(C)O,-4.38,abs,19.2645,1.3776,0.33,0.56,30.13,0.0,0.0,0.3136,98.561,67.889,66.586,87.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,166.45
ethanol,CCO,isopropanol,CC(C)O,-4.84,abs,19.2645,1.3776,0.33,0.56,30.13,0.0,0.0,0.3136,77.419,14.671,42.861,9.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.095,9.835,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.185
isopropanol,CC(C)O,isopropanol,CC(C)O,-4.82,abs,19.2645,1.3776,0.33,0.56,30.13,0.0,0.0,0.3136,96.348,18.269,56.984,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.93,8.387,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,132.546
"1,4-dioxane",C1COCCO1,isopropanol,CC(C)O,-4.49,abs,19.2645,1.3776,0.33,0.56,30.13,0.0,0.0,0.3136,97.289,20.715,65.452,12.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.312,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,146.316
2-butanone,CCC(=O)C,isopropanol,CC(C)O,-4.07,abs,19.2645,1.3776,0.33,0.56,30.13,0.0,0.0,0.3136,96.603,29.05,65.096,24.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.451,0.0,0.0,14.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,148.104
nitromethane,C[N+](=O)[O-],isopropanol,CC(C)O,-4.0,abs,19.2645,1.3776,0.33,0.56,30.13,0.0,0.0,0.3136,36.939,11.231,24.965,0.0,0.0,4.146,0.0,0.0,4.454,14.279,0.0,0.0,53.926,0.0,0.0,0.0,0.0,32.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,106.242
ethanol,CCO,isopropylbenzene,CC(C)C1=CC=CC=C1,-2.9,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,77.419,14.671,42.861,9.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.095,9.835,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.185
acetone,CC(=O)C,isopropylbenzene,CC(C)C1=CC=CC=C1,-3.32,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,73.178,26.503,49.331,20.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.984,0.0,0.0,16.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,124.665
2-butanone,CCC(=O)C,isopropylbenzene,CC(C)C1=CC=CC=C1,-4.02,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,96.603,29.05,65.096,24.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.451,0.0,0.0,14.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,148.104
2-pentanone,CCCC(=O)C,isopropylbenzene,CC(C)C1=CC=CC=C1,-4.84,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,118.63,31.561,79.9,27.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.404,0.0,0.0,14.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,172.595
2-hexanone,CCCCC(=O)C,isopropylbenzene,CC(C)C1=CC=CC=C1,-5.39,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,140.285,34.231,94.453,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.418,0.0,0.0,14.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,196.934
"3,3-dimethylbutanone",CC(=O)C(C)(C)C,isopropylbenzene,CC(C)C1=CC=CC=C1,-4.81,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,128.508,32.389,86.601,22.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.996,0.0,0.0,14.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,182.894
2-heptanone,CCCCCC(=O)C,isopropylbenzene,CC(C)C1=CC=CC=C1,-5.99,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,162.007,36.9,109.054,33.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.416,0.0,0.0,14.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,221.323
propanoicacid,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,isopropylbenzene,CC(C)C1=CC=CC=C1,-4.23,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,74.142,20.699,41.287,15.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.789,9.179,0.0,20.114,7.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,135.63
butanoicacid,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,isopropylbenzene,CC(C)C1=CC=CC=C1,-4.93,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,96.172,23.176,56.103,18.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.743,9.17,0.0,20.084,7.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,160.091
methylpropanoate,CC(C)C(=O)[O-],isopropylbenzene,CC(C)C1=CC=CC=C1,-4.19,abs,2.3712,1.4915,0.0,0.16,39.85,0.444889,0.0,0.0256,97.741,30.312,65.908,14.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.44,0.0,0.0,16.99,7.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,160.493
